year,district,crop,yield_kg_per_ha,area_ha,production_tonnes,rainfall_mm,temp_avg_c,temp_min_c,temp_max_c,humidity_pct,soil_pH,soil_organic_C_pct,soil_N_kg,soil_P_kg,soil_K_kg,soil_sand_pct,soil_silt_pct,soil_clay_pct
2012,Kalahandi,pulses,1026,1670,1713,1085.2,28.1,22.1,32.7,79.1,6.6,0.76,189.4,27.5,166.3,67.8,26.5,5.7
2012,Kalahandi,groundnut,1929,1735,3346,1026.1,27.0,21.9,34.9,68.2,5.9,0.88,96.3,19.1,150.8,52.9,44.7,2.4
2012,Kalahandi,sesame,774,1924,1489,1046.8,24.7,19.4,28.4,65.9,6.0,0.96,290.1,7.0,57.3,43.8,35.2,21.0
2012,Kandhamal,rice,2554,1776,4535,1159.9,27.7,21.7,30.7,66.3,6.6,0.52,286.6,13.6,147.9,50.6,29.1,20.3
2012,Kandhamal,maize,1538,1785,2745,1405.9,26.3,22.1,32.2,66.7,6.2,0.84,238.5,43.8,191.4,56.6,29.9,13.5
2012,Kandhamal,pulses,943,2031,1915,1221.4,24.8,20.0,30.2,73.6,6.8,0.89,174.6,14.9,90.1,62.8,35.1,2.1
2012,Kandhamal,groundnut,1743,1535,2675,1787.1,24.9,20.3,30.3,76.0,7.0,1.34,225.3,9.4,137.2,48.1,55.7,0.0
2012,Kandhamal,sesame,550,2601,1430,1236.0,28.7,23.8,32.9,77.5,6.8,1.09,199.3,14.0,72.1,53.2,39.2,7.6
2012,Kendrapara,rice,2258,1730,3906,1106.6,24.0,19.8,27.9,65.9,6.1,0.31,301.1,32.5,111.0,47.7,39.2,13.1
2012,Kendrapara,maize,2297,1590,3652,1418.4,25.9,22.2,31.6,82.9,7.8,0.44,234.9,15.9,189.2,30.3,22.4,47.3
2012,Kendrapara,pulses,1006,2039,2051,1071.8,28.3,22.3,33.9,86.2,6.7,0.43,268.2,13.9,195.5,60.7,39.6,0.0
2012,Kendrapara,groundnut,1425,1540,2194,1464.5,26.7,21.6,32.5,77.0,6.6,0.74,184.4,28.6,177.7,42.4,45.8,11.8
2012,Kendrapara,sesame,867,1574,1364,1048.2,25.0,20.3,31.2,61.9,6.6,0.6,187.0,5.0,139.0,43.1,40.4,16.5
2012,Kendujhar,rice,2555,1400,3577,1416.8,27.4,22.2,32.4,64.8,6.6,0.94,112.7,14.6,137.3,47.6,46.9,5.5
2012,Kendujhar,maize,1807,1751,3164,1097.5,25.4,20.7,31.2,59.5,6.7,0.29,171.9,16.7,233.7,42.3,20.0,37.7
2012,Kendujhar,pulses,700,2017,1411,1322.8,27.8,22.6,34.0,64.6,6.9,0.31,154.8,5.0,136.3,44.5,36.1,19.4
2012,Kendujhar,groundnut,1815,1536,2787,1162.0,24.0,17.6,28.7,65.1,7.3,0.43,143.7,9.0,146.6,49.3,42.4,8.3
2012,Kendujhar,sesame,1542,875,1349,1321.7,25.9,21.5,30.3,60.9,7.3,1.05,201.2,33.5,74.4,31.7,20.0,48.3
2012,Khordha,rice,2325,2080,4836,1220.6,27.3,23.7,33.1,72.4,6.9,0.23,215.6,8.1,130.1,50.3,35.9,13.8
2012,Khordha,maize,1787,2003,3579,893.7,29.3,24.5,35.4,64.7,6.2,0.57,243.8,12.9,182.2,41.2,20.0,38.8
2012,Khordha,pulses,1057,1410,1490,1206.8,24.6,18.7,29.5,68.2,6.8,1.09,199.0,12.3,61.3,38.1,28.8,33.1
2012,Khordha,groundnut,1826,1827,3336,1337.6,25.8,20.9,32.0,73.4,6.5,0.62,168.3,11.5,122.9,52.6,32.8,14.6
2012,Khordha,sesame,562,2884,1620,1264.0,24.2,19.6,29.3,87.0,5.9,1.09,270.0,13.7,136.1,34.6,33.0,32.4
2012,Koraput,rice,2490,2329,5799,1418.0,25.5,22.5,30.5,72.9,6.6,0.7,206.2,35.2,169.1,41.3,30.0,28.7
2012,Koraput,maize,1957,2818,5514,1163.3,27.0,22.5,33.1,89.6,6.7,0.82,201.8,5.0,187.3,46.3,39.3,14.4
2012,Koraput,pulses,1022,1807,1846,1117.8,29.0,24.4,36.1,74.3,5.9,0.76,167.4,5.0,230.0,52.0,40.3,7.7
2012,Koraput,groundnut,1841,1308,2408,1103.3,28.7,24.8,31.2,67.7,6.4,0.84,236.4,26.4,162.9,57.0,20.0,23.0
2012,Koraput,sesame,1026,2313,2373,952.1,24.0,19.7,28.3,77.5,6.2,0.54,169.4,31.2,150.7,43.2,33.9,22.9
2012,Malkangiri,rice,2823,1625,4587,1463.1,27.4,22.6,34.9,59.4,6.3,0.43,247.6,36.9,233.5,57.2,33.0,9.8
2012,Malkangiri,maize,1908,1164,2220,1607.2,27.9,23.4,34.2,60.3,6.7,0.75,231.9,19.4,77.5,45.8,45.5,8.7
2012,Malkangiri,pulses,1192,2387,2845,990.9,26.9,22.5,32.6,70.3,6.8,1.13,234.6,22.7,100.1,45.0,29.7,25.3
2012,Malkangiri,groundnut,1713,1812,3103,1004.0,23.1,18.8,28.3,56.5,6.5,1.37,251.2,36.4,169.6,56.7,27.8,15.5
2012,Malkangiri,sesame,738,630,464,1437.2,30.1,25.7,34.8,62.5,6.7,1.14,112.9,24.1,136.2,46.1,39.6,14.3
2012,Mayurbhanj,rice,2452,1948,4776,1157.2,28.9,23.5,34.1,57.3,6.3,1.07,201.9,26.6,238.3,55.4,35.9,8.7
2012,Mayurbhanj,maize,1872,723,1353,1166.3,26.3,20.9,31.1,66.8,5.6,0.52,223.8,37.2,145.1,48.3,44.5,7.2
2012,Mayurbhanj,pulses,997,2183,2176,1051.9,28.7,23.5,34.0,62.2,6.9,1.43,149.6,16.6,161.6,52.9,29.4,17.7
2012,Mayurbhanj,groundnut,1091,2679,2922,1352.1,23.5,19.1,30.1,84.5,7.0,0.75,204.1,18.7,206.4,36.2,26.9,36.9
2012,Mayurbhanj,sesame,1152,1977,2277,1475.7,25.7,20.8,29.8,70.1,5.8,0.65,128.2,26.9,185.8,27.7,48.3,24.0
2012,Nabarangpur,rice,3124,2023,6319,1071.8,32.6,28.9,37.6,71.8,7.2,0.91,175.1,10.5,132.9,34.9,35.5,29.6
2012,Nabarangpur,maize,1858,1252,2326,1451.0,26.0,22.3,30.8,70.7,5.6,0.9,147.6,37.1,176.2,41.0,27.5,31.5
2012,Nabarangpur,pulses,1173,2306,2704,1194.9,26.6,21.5,31.0,66.6,5.5,1.09,214.9,12.3,244.9,45.9,24.6,29.5
2012,Nabarangpur,groundnut,2014,2199,4428,1278.9,26.1,20.6,30.8,75.6,5.5,0.67,286.1,12.3,119.8,40.5,22.9,36.6
2012,Nabarangpur,sesame,347,1884,653,1227.2,26.9,22.0,31.9,80.2,6.4,0.63,185.9,25.8,220.6,38.7,36.0,25.3
2012,Nuapada,rice,2584,1503,3883,1204.1,24.1,20.9,29.5,66.2,6.6,0.79,151.2,19.5,88.3,58.9,21.4,19.7
2012,Nuapada,maize,1951,1478,2883,1314.1,26.3,21.8,32.2,70.3,6.8,0.51,129.8,21.1,134.1,51.3,34.2,14.5
2012,Nuapada,pulses,1251,1188,1486,1577.7,26.7,21.0,30.9,73.1,5.8,0.94,182.2,20.3,184.9,32.7,28.2,39.1
2012,Nuapada,groundnut,1914,3049,5835,1172.4,28.2,23.3,35.1,52.5,6.5,0.31,74.7,23.0,157.0,42.2,33.9,23.9
2012,Nuapada,sesame,1674,1870,3130,1302.0,25.7,20.4,30.5,65.9,7.4,1.15,206.8,5.0,131.9,70.0,32.7,0.0
2012,Nayagarh,rice,2775,2720,7548,1243.8,25.3,22.7,31.0,61.9,6.6,0.43,186.7,20.3,163.4,33.9,47.0,19.1
2012,Nayagarh,maize,1850,1162,2149,1178.2,27.1,21.9,33.5,67.6,6.4,0.47,241.0,21.8,129.0,26.0,49.4,24.6
2012,Nayagarh,pulses,893,1704,1521,1271.7,24.6,21.1,27.5,77.2,6.2,1.68,150.3,10.8,121.7,47.4,30.3,22.3
2012,Nayagarh,groundnut,1953,1510,2949,923.7,23.4,20.6,27.9,67.0,6.2,1.17,261.4,16.7,60.3,39.3,29.0,31.7
2012,Nayagarh,sesame,735,1651,1213,1069.3,26.2,21.8,31.4,73.6,6.0,1.18,151.0,5.0,169.0,36.8,38.2,25.0
2012,Puri,rice,1899,2696,5119,1334.5,24.0,20.5,30.7,62.6,6.1,0.2,182.5,17.7,185.8,31.0,20.0,49.0
2012,Puri,maize,2112,2503,5286,885.8,29.2,24.2,35.3,69.3,5.2,0.75,253.0,11.1,130.6,43.2,20.0,36.8
2012,Puri,pulses,1617,1549,2504,1301.1,26.8,20.5,32.2,67.7,6.1,1.04,106.3,26.5,95.0,57.5,36.6,5.9
2012,Puri,groundnut,1961,2040,4000,849.5,25.3,19.6,30.5,81.8,6.7,0.51,160.2,21.0,50.0,61.7,39.4,0.0
2012,Puri,sesame,1206,1209,1458,1448.9,31.5,27.8,37.3,70.0,5.7,0.95,241.7,14.0,208.3,28.3,20.1,51.6
2012,Rayagada,rice,2534,2012,5098,1056.7,28.6,23.1,34.5,68.8,6.8,0.67,302.7,11.9,255.3,45.3,21.2,33.5
2012,Rayagada,maize,2342,2062,4829,1370.2,29.4,24.1,33.8,79.8,6.5,1.01,92.3,24.5,118.1,61.5,41.2,0.0
2012,Rayagada,pulses,1259,2243,2823,1000.3,30.2,23.2,35.6,85.9,6.2,0.56,202.0,24.3,130.3,50.4,38.1,11.5
2012,Rayagada,groundnut,1550,2259,3501,1372.7,27.3,21.1,31.1,74.7,5.9,0.47,168.5,10.6,122.6,42.9,43.4,13.7
2012,Rayagada,sesame,819,1207,988,1428.0,25.3,20.4,30.7,72.0,7.0,0.94,156.9,41.8,159.7,43.5,44.6,11.9
2012,Sambalpur,rice,2562,2199,5633,1698.4,26.4,21.7,31.5,80.7,5.7,0.21,170.6,5.0,128.8,50.0,26.1,23.9
2012,Sambalpur,maize,1643,2034,3341,1372.5,23.6,17.8,29.4,79.5,7.1,1.46,182.2,21.1,129.2,45.0,50.3,4.7
2012,Sambalpur,pulses,863,1569,1354,1475.4,29.0,24.4,34.9,73.4,7.3,0.82,251.3,46.4,179.9,45.5,42.2,12.3
2012,Sambalpur,groundnut,1708,3193,5453,1236.0,26.5,22.3,32.6,78.7,6.3,0.97,124.6,21.8,172.6,62.1,27.3,10.6
2012,Sambalpur,sesame,580,1552,900,932.7,29.7,23.2,35.0,82.2,6.6,0.77,183.3,16.9,72.6,47.6,34.6,17.8
2012,Sonepur,rice,2686,2046,5495,1167.5,25.3,20.2,31.0,58.6,6.5,0.87,164.1,14.1,161.5,33.7,38.5,27.8
2012,Sonepur,maize,1776,2531,4495,1667.6,25.3,19.8,29.6,80.4,5.9,0.94,156.4,17.9,98.4,53.2,26.6,20.2
2012,Sonepur,pulses,1337,1827,2442,1177.1,27.3,23.1,32.5,85.3,6.1,1.15,274.9,11.8,77.2,48.0,29.5,22.5
2012,Sonepur,groundnut,2267,2017,4572,1039.6,24.7,18.6,29.1,70.4,7.0,0.65,197.7,19.8,184.2,50.9,32.8,16.3
2012,Sonepur,sesame,915,1814,1659,904.5,27.5,20.6,31.6,62.3,6.1,1.02,222.4,18.4,104.1,45.9,20.0,34.1
2012,Sundargarh,rice,2535,2435,6172,949.8,23.9,17.3,28.3,81.4,6.4,0.75,221.9,11.2,156.6,41.2,21.8,37.0
2012,Sundargarh,maize,2084,1868,3892,1168.6,24.6,18.0,30.5,79.6,6.3,0.28,297.6,19.4,112.6,49.2,46.7,4.1
2012,Sundargarh,pulses,1194,2639,3150,1416.6,24.8,20.5,30.8,50.0,6.4,0.37,176.2,17.0,132.1,39.5,24.0,36.5
2012,Sundargarh,groundnut,2372,2933,6957,967.6,30.2,25.6,35.3,69.4,6.2,1.1,206.3,15.2,84.8,36.1,20.0,43.9
2012,Sundargarh,sesame,903,1401,1265,1146.9,29.7,23.5,34.7,69.1,7.4,0.96,183.6,5.7,169.7,53.3,28.7,18.0
2012,Bhawanipatna,rice,2572,1818,4675,1163.2,22.0,17.2,28.0,63.7,6.5,0.57,218.0,17.8,103.0,58.3,44.3,0.0
2012,Bhawanipatna,maize,1848,2248,4154,1307.5,28.3,25.0,34.3,64.3,6.3,1.59,215.1,16.1,50.0,58.9,21.5,19.6
2012,Bhawanipatna,pulses,949,1834,1740,1483.3,28.5,23.7,33.8,64.0,6.6,0.82,248.4,29.7,174.7,41.4,42.4,16.2
2012,Bhawanipatna,groundnut,1777,1459,2592,1119.3,27.2,21.3,32.0,57.9,6.5,0.83,209.3,29.2,200.9,39.1,28.8,32.1
2012,Bhawanipatna,sesame,639,2349,1501,1489.8,26.4,21.6,32.9,75.1,6.7,0.44,233.9,10.7,93.3,41.5,29.1,29.4
2013,Angul,rice,2444,1279,3125,1391.8,29.3,26.2,35.3,61.9,6.9,0.78,201.4,18.1,210.6,32.6,41.1,26.3
2013,Angul,maize,2275,2358,5364,1664.9,25.9,19.9,30.8,82.3,6.5,0.68,265.3,15.1,79.4,39.8,41.2,19.0
2013,Angul,pulses,1548,2055,3181,1463.6,24.3,19.7,29.0,68.9,6.5,1.01,177.8,21.4,147.7,35.7,33.9,30.4
2013,Angul,groundnut,1764,1917,3381,1206.4,27.2,22.6,33.5,58.3,6.1,1.63,148.1,6.5,186.7,24.2,32.6,43.2
2013,Angul,sesame,1436,1227,1761,803.6,24.0,18.1,30.1,64.9,6.8,1.22,289.4,17.5,50.0,36.8,30.7,32.5
2013,Balangir,rice,2435,1906,4641,1423.8,29.5,24.7,35.6,73.6,6.5,1.07,203.6,40.6,78.1,39.8,33.7,26.5
2013,Balangir,maize,2109,2633,5552,1195.1,24.2,18.4,30.0,50.6,6.5,0.32,166.8,11.0,190.5,46.2,22.1,31.7
2013,Balangir,pulses,1420,1283,1821,1266.0,25.4,20.8,30.9,75.2,7.2,0.78,215.3,15.6,159.1,49.4,34.0,16.6
2013,Balangir,groundnut,1349,2165,2920,1272.9,25.6,21.9,32.1,74.9,6.4,0.46,158.9,33.0,156.9,39.5,40.1,20.4
2013,Balangir,sesame,696,2750,1914,1470.6,26.1,21.7,28.5,55.2,5.8,0.84,183.7,6.5,135.9,50.1,40.3,9.6
2013,Bargarh,rice,2025,1935,3918,923.3,28.8,23.0,32.9,62.3,6.3,0.2,216.8,17.3,198.5,34.0,28.8,37.2
2013,Bargarh,maize,1623,1497,2429,963.6,29.0,24.7,34.1,66.2,5.9,0.75,230.0,7.9,190.5,36.5,30.2,33.3
2013,Bargarh,pulses,1332,1668,2221,1207.5,26.4,21.3,29.0,51.7,6.8,1.11,154.5,17.6,164.7,51.9,20.0,28.1
2013,Bargarh,groundnut,1578,1833,2892,1340.6,32.0,27.2,35.6,74.0,7.2,0.83,154.7,29.6,183.2,34.7,38.8,26.5
2013,Bargarh,sesame,1149,2590,2975,1186.7,26.3,20.1,30.1,74.4,5.8,1.12,187.1,32.7,174.6,32.8,49.2,18.0
2013,Bhadrak,rice,2887,2441,7047,1047.7,26.4,21.3,30.7,86.9,6.6,0.2,217.0,16.5,146.3,41.3,43.1,15.6
2013,Bhadrak,maize,2279,2141,4879,1132.1,26.9,21.9,31.1,75.8,6.7,1.26,262.8,13.1,191.0,35.5,42.0,22.5
2013,Bhadrak,pulses,1070,1488,1592,1256.0,21.7,18.5,26.5,70.8,6.3,0.33,159.1,23.9,179.1,44.8,46.6,8.6
2013,Bhadrak,groundnut,1899,1626,3087,1143.9,24.2,19.3,30.3,76.9,7.2,0.71,267.3,18.1,223.6,44.8,42.1,13.1
2013,Bhadrak,sesame,1268,1903,2413,1243.7,29.6,24.7,33.3,90.0,6.3,0.85,257.8,13.9,99.6,47.5,20.0,32.5
2013,Boudh,rice,2428,2122,5152,1146.0,23.9,17.3,29.0,84.3,6.4,0.54,213.5,17.8,91.1,59.7,28.8,11.5
2013,Boudh,maize,1539,2664,4099,1099.1,25.8,22.6,32.5,57.1,6.5,1.07,221.1,19.4,64.9,36.9,36.9,26.2
2013,Boudh,pulses,1003,2101,2107,1336.3,28.9,25.1,36.1,77.7,6.5,1.13,318.3,5.6,138.7,21.2,36.9,41.9
2013,Boudh,groundnut,1891,1980,3744,1069.1,22.9,17.5,29.4,64.1,6.7,0.33,222.9,16.1,111.9,37.4,31.1,31.5
2013,Boudh,sesame,995,1343,1336,1120.6,26.9,23.0,33.7,61.5,6.2,0.51,289.9,25.5,103.2,56.1,37.0,6.9
2013,Cuttack,rice,2564,1827,4684,1050.1,27.7,23.2,34.5,57.3,7.3,0.77,215.0,28.3,118.5,53.6,20.0,26.4
2013,Cuttack,maize,1820,1537,2797,949.3,26.6,21.2,32.3,72.4,6.2,0.91,206.2,29.4,188.8,45.3,26.0,28.7
2013,Cuttack,pulses,1036,1725,1787,1136.9,27.5,21.8,32.4,70.2,6.6,0.65,153.7,5.0,115.2,49.7,28.0,22.3
2013,Cuttack,groundnut,1740,2233,3885,1304.1,24.8,18.8,30.9,58.7,6.1,1.16,192.7,5.0,80.0,42.5,23.4,34.1
2013,Cuttack,sesame,796,2016,1604,1492.5,26.4,20.3,32.8,84.3,6.6,0.21,223.0,30.5,145.9,62.4,43.6,0.0
2013,Deogarh,rice,2642,2543,6718,1266.7,22.0,17.5,28.2,61.9,6.4,0.49,289.2,36.8,105.8,46.5,28.2,25.3
2013,Deogarh,maize,2153,2254,4852,1362.3,27.7,19.8,31.7,52.9,6.3,0.33,125.4,10.0,103.9,35.5,40.2,24.3
2013,Deogarh,pulses,1073,1910,2049,1378.8,25.5,20.8,30.9,50.6,5.3,0.9,224.6,40.6,157.9,53.2,33.0,13.8
2013,Deogarh,groundnut,1874,2833,5309,775.2,27.8,20.7,33.1,86.5,6.2,0.79,201.7,5.0,91.6,34.0,43.2,22.8
2013,Deogarh,sesame,1118,2162,2417,1364.8,26.7,20.5,31.7,70.6,6.4,1.01,178.9,29.8,93.4,34.0,41.9,24.1
2013,Dhenkanal,rice,2477,1773,4391,1378.0,25.8,21.0,32.2,85.4,7.3,0.72,261.5,10.5,104.7,21.5,51.7,26.8
2013,Dhenkanal,maize,1784,1936,3453,1017.9,28.4,23.8,32.1,74.4,5.8,0.55,94.7,5.8,158.9,25.4,20.2,54.4
2013,Dhenkanal,pulses,1199,1728,2071,1598.4,30.7,26.6,36.3,77.5,6.2,0.35,199.4,18.3,128.2,49.4,27.5,23.1
2013,Dhenkanal,groundnut,1512,2054,3105,1277.2,24.6,18.7,27.8,64.2,6.4,0.61,171.7,38.7,107.5,69.4,39.4,0.0
2013,Dhenkanal,sesame,923,2238,2065,1706.0,25.0,21.1,29.2,70.3,5.6,0.81,284.7,21.5,135.4,38.8,44.0,17.2
2013,Gajapati,rice,2293,2923,6702,1586.7,27.5,22.5,33.5,80.9,6.1,0.64,133.9,24.1,183.3,31.5,30.4,38.1
2013,Gajapati,maize,1663,1550,2577,1310.2,25.5,20.8,28.9,71.9,6.5,0.58,190.5,21.8,109.3,30.2,53.1,16.7
2013,Gajapati,pulses,1041,1951,2030,1402.2,34.1,30.3,39.5,62.9,6.2,0.58,143.7,19.6,76.3,54.5,35.6,9.9
2013,Gajapati,groundnut,1905,1766,3364,1126.6,27.6,23.8,32.2,61.4,6.1,0.2,267.0,13.1,208.2,55.7,22.1,22.2
2013,Gajapati,sesame,627,3280,2056,1550.2,26.9,21.6,31.3,74.3,6.1,0.2,133.9,20.2,93.4,44.3,24.3,31.4
2013,Ganjam,rice,2304,2426,5589,1249.5,27.0,21.1,32.5,84.5,6.3,0.67,134.9,15.7,198.2,58.0,44.6,0.0
2013,Ganjam,maize,1551,2541,3941,832.3,28.8,24.2,34.5,56.7,7.1,0.36,166.6,10.0,62.3,45.9,53.1,1.0
2013,Ganjam,pulses,1866,2048,3821,1423.3,27.5,22.0,32.2,72.0,6.8,0.63,196.1,19.4,191.3,34.3,34.5,31.2
2013,Ganjam,groundnut,2278,2582,5881,1469.8,27.0,21.7,33.0,85.6,5.5,0.41,265.5,17.2,116.4,32.5,29.4,38.1
2013,Ganjam,sesame,549,3045,1671,1195.5,26.9,21.3,32.9,79.5,7.0,0.61,185.1,27.7,123.6,44.9,39.0,16.1
2013,Jagatsinghpur,rice,2696,1111,2995,1342.9,26.5,20.8,32.3,86.1,7.2,1.2,272.2,22.9,151.6,53.7,42.3,4.0
2013,Jagatsinghpur,maize,1922,2202,4232,1193.0,25.3,19.0,30.4,90.0,5.7,0.63,201.6,31.4,170.0,48.1,23.7,28.2
2013,Jagatsinghpur,pulses,910,2161,1966,927.2,25.9,20.4,29.9,86.1,7.1,0.33,153.4,5.0,110.9,52.7,30.9,16.4
2013,Jagatsinghpur,groundnut,1915,1238,2370,1359.6,25.9,20.9,30.8,57.3,5.9,1.09,219.9,30.5,166.2,46.4,20.0,33.6
2013,Jagatsinghpur,sesame,832,1986,1652,1590.6,28.4,21.9,34.0,62.9,6.6,0.87,153.0,16.2,139.7,61.1,20.0,18.9
2013,Jajpur,rice,2801,1531,4288,925.6,29.4,23.7,35.7,78.0,7.5,0.97,192.2,23.4,212.2,37.2,28.5,34.3
2013,Jajpur,maize,1922,947,1820,1227.6,23.2,18.1,29.1,65.2,7.3,0.36,259.6,26.8,64.2,70.0,34.4,0.0
2013,Jajpur,pulses,980,1296,1270,1156.0,26.7,21.6,31.4,76.3,6.3,0.22,192.5,5.0,167.7,35.2,36.6,28.2
2013,Jajpur,groundnut,2128,1525,3245,1412.3,26.1,19.3,30.7,61.6,6.8,0.67,157.9,15.2,147.8,58.4,20.0,21.6
2013,Jajpur,sesame,905,2312,2092,1238.7,29.6,24.7,34.4,75.9,6.5,0.68,225.8,13.5,119.4,39.7,48.5,11.8
2013,Jharsuguda,rice,1694,2197,3721,1206.9,23.6,18.3,29.1,75.9,5.2,1.21,163.1,26.9,187.1,36.2,41.6,22.2
2013,Jharsuguda,maize,1903,964,1834,1433.5,25.4,21.3,30.0,72.7,6.5,0.96,133.0,12.6,144.2,64.0,33.9,2.1
2013,Jharsuguda,pulses,1471,2019,2969,1103.3,26.5,21.7,32.1,83.7,6.7,1.16,151.8,15.9,113.8,48.1,31.4,20.5
2013,Jharsuguda,groundnut,1982,1534,3040,1208.6,28.4,25.5,35.5,67.2,5.5,0.85,201.7,19.2,199.6,52.5,38.0,9.5
2013,Jharsuguda,sesame,1012,1947,1970,1555.1,24.0,18.9,29.1,78.1,6.1,0.28,207.8,22.8,224.5,32.3,46.5,21.2
2013,Kalahandi,rice,3091,1811,5597,941.8,26.2,21.2,31.8,64.1,7.3,0.47,113.0,31.1,50.0,43.0,60.0,0.0
2013,Kalahandi,maize,1996,1439,2872,1188.5,26.9,21.7,32.6,59.6,7.3,0.87,236.3,13.7,214.3,42.4,37.8,19.8
2013,Kalahandi,pulses,966,1501,1449,1337.6,26.1,22.0,30.5,77.0,6.2,0.76,200.8,5.0,76.4,48.4,27.6,24.0
2013,Kalahandi,groundnut,2064,2483,5124,1343.8,30.6,25.7,36.2,64.2,7.7,1.4,200.6,23.9,218.0,43.5,28.4,28.1
2013,Kalahandi,sesame,1118,2039,2279,1236.6,25.3,22.0,30.5,79.0,6.4,1.23,164.8,9.5,146.6,44.2,42.7,13.1
2013,Kandhamal,rice,2306,2684,6189,1593.4,26.9,20.7,30.8,80.8,7.0,1.06,199.2,5.0,117.9,38.7,25.2,36.1
2013,Kandhamal,maize,2030,1790,3633,1035.1,24.9,20.6,31.0,63.4,6.2,0.66,216.9,24.6,50.0,55.2,49.4,0.0
2013,Kandhamal,pulses,937,1513,1417,1109.9,25.5,20.3,28.6,58.8,7.3,0.52,262.2,23.6,59.5,51.4,33.8,14.8
2013,Kandhamal,groundnut,1686,2122,3577,1294.9,28.4,22.2,33.8,56.2,6.3,1.68,236.2,43.7,219.8,47.4,38.0,14.6
2013,Kandhamal,sesame,890,1131,1006,1203.6,29.4,25.0,34.8,78.5,6.0,0.66,149.1,11.8,85.6,36.0,49.2,14.8
2013,Kendrapara,rice,2271,2063,4685,1099.4,29.4,23.1,35.3,73.1,6.4,0.44,297.2,12.4,183.2,55.6,29.4,15.0
2013,Kendrapara,maize,2259,2382,5380,1545.6,26.1,22.4,30.6,72.1,6.5,0.68,104.5,24.7,248.6,49.6,41.1,9.3
2013,Kendrapara,pulses,1343,2198,2951,1386.3,27.8,23.1,32.0,67.5,6.7,0.71,215.7,24.4,191.7,57.8,35.8,6.4
2013,Kendrapara,groundnut,1473,1827,2691,1208.8,23.3,16.9,28.4,73.8,7.2,0.61,228.7,18.9,140.8,37.3,51.7,11.0
2013,Kendrapara,sesame,806,2349,1893,825.0,29.4,23.3,34.5,67.7,6.7,1.49,111.8,27.8,104.4,44.8,32.5,22.7
2013,Kendujhar,rice,2392,1994,4769,973.2,29.1,25.9,34.6,66.7,5.9,0.86,122.2,20.4,78.9,49.6,25.8,24.6
2013,Kendujhar,maize,1887,2146,4049,1045.5,26.9,23.4,32.5,87.6,7.9,0.83,239.4,5.0,225.1,52.8,30.2,17.0
2013,Kendujhar,pulses,1509,1872,2824,1108.4,28.0,24.1,34.0,59.4,6.0,0.53,238.0,13.8,82.6,38.9,34.7,26.4
2013,Kendujhar,groundnut,1504,1424,2141,1622.3,25.3,20.6,29.9,65.8,6.8,1.08,184.7,7.6,213.7,44.0,52.3,3.7
2013,Kendujhar,sesame,338,2097,708,1583.7,26.3,21.5,31.6,64.4,6.3,0.7,168.6,32.3,173.1,47.5,43.1,9.4
2013,Khordha,rice,2433,1612,3921,1079.5,27.0,23.1,31.5,64.8,7.6,0.2,191.0,37.3,156.1,52.5,36.0,11.5
2013,Khordha,maize,1833,879,1611,1241.1,25.4,21.2,29.9,87.4,7.7,0.87,176.8,8.2,173.4,62.8,32.5,4.7
2013,Khordha,pulses,605,2335,1412,1397.1,23.8,18.6,29.3,69.3,6.1,1.1,179.8,5.1,50.0,57.6,41.2,1.2
2013,Khordha,groundnut,1821,1779,3239,1094.2,24.8,20.2,27.7,62.6,6.3,0.98,198.0,27.9,217.5,55.6,39.7,4.7
2013,Khordha,sesame,902,1509,1361,1348.0,30.4,25.1,37.3,54.7,5.9,1.06,213.2,33.1,149.2,36.3,32.9,30.8
2013,Koraput,rice,2116,1435,3036,1394.5,28.7,23.3,32.0,66.4,5.9,1.15,170.8,9.1,151.5,38.6,49.8,11.6
2013,Koraput,maize,1816,1300,2360,769.4,26.9,22.5,30.5,81.9,6.8,0.79,268.2,26.6,108.9,34.6,43.2,22.2
2013,Koraput,pulses,1299,2084,2707,1030.7,28.2,24.0,33.1,84.5,6.2,0.33,147.4,29.9,162.7,43.7,29.9,26.4
2013,Koraput,groundnut,1921,1575,3025,1261.1,25.5,21.4,29.9,66.2,6.5,0.87,50.0,11.9,130.4,60.1,24.2,15.7
2013,Koraput,sesame,940,2747,2582,937.4,27.8,23.6,32.3,62.0,6.1,1.62,242.2,31.0,174.6,28.9,38.9,32.2
2013,Malkangiri,rice,2768,1573,4354,1393.1,28.4,21.5,33.0,59.0,6.3,1.23,108.6,5.0,154.5,40.6,35.1,24.3
2013,Malkangiri,maize,2236,1723,3852,825.4,31.1,27.1,35.0,81.0,6.3,0.78,224.1,30.8,133.3,60.2,20.0,19.8
2013,Malkangiri,pulses,1389,1580,2194,1474.5,27.3,23.0,33.0,78.9,6.8,0.49,175.8,20.0,147.9,52.5,20.0,27.5
2013,Malkangiri,groundnut,1883,1855,3492,1032.3,25.5,20.7,26.9,63.0,6.1,0.96,159.7,17.8,227.1,54.9,44.0,1.1
2013,Malkangiri,sesame,775,2271,1760,1153.2,26.6,21.2,31.0,84.9,6.4,0.99,272.8,30.3,79.6,49.4,43.5,7.1
2013,Mayurbhanj,rice,2722,1443,3927,1068.6,29.0,24.8,33.7,85.8,6.5,0.58,156.1,23.3,83.3,42.5,38.3,19.2
